Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
22.561855760,1,1,1,1,1,0,1
22.561856040,0,1,1,1,1,0,1
22.561861840,1,1,1,1,1,0,1
22.561862800,0,1,1,1,1,0,1
22.561911640,1,1,1,1,1,0,1
22.562176960,0,1,1,1,1,1,1
22.562177000,0,1,1,1,1,0,1
22.567430880,1,1,1,1,1,0,1
22.949901240,1,1,1,0,1,1,0
22.949901280,1,1,1,0,0,0,0
23.519887600,1,0,1,0,0,0,0
23.519926800,1,0,1,0,0,0,1
23.519927040,1,0,1,0,0,1,1
23.519927280,1,1,1,0,1,1,1
23.519927520,1,1,1,1,1,1,1
23.519928120,1,1,1,0,1,1,1
23.520032680,1,1,1,1,1,1,1
23.520033560,1,1,1,1,0,1,1
23.520054400,1,0,1,1,1,1,1
23.520054440,1,0,1,1,0,1,1
23.638212760,1,1,1,1,0,1,1
23.658276880,1,1,1,1,0,1,0
23.658277120,1,1,1,1,0,0,0
23.658277600,1,1,1,0,0,0,0
24.815597960,1,1,1,1,0,0,0
24.815598000,1,1,0,0,0,0,0
24.815602280,1,1,0,0,0,0,1
24.815602520,1,1,0,0,0,1,1
24.815602760,1,1,0,0,1,1,1
24.815603040,1,1,1,1,1,1,1
24.815603640,1,1,0,0,1,1,1
24.913778840,1,1,1,0,1,1,1
24.932467600,1,1,1,0,1,1,0
24.932467840,1,1,1,0,1,0,0
24.932468080,1,1,1,0,0,0,0
25.985371200,1,1,1,1,0,0,0
25.985371240,0,1,1,0,0,0,0
25.985373560,0,1,1,0,0,0,1
25.985373800,0,1,1,0,0,1,1
25.985374040,0,1,1,0,1,1,1
25.985374280,1,1,1,1,1,1,1
25.985374920,0,1,1,0,1,1,1
26.112291080,1,1,1,0,1,1,1
26.112379320,0,1,1,0,1,1,1
26.112435800,1,1,1,0,1,1,1
26.132354520,1,1,1,0,1,1,0
26.132354760,1,1,1,0,1,0,0
26.132355000,1,1,1,0,0,0,0
27.250760360,1,1,0,1,0,0,0
27.250760400,1,1,0,0,0,0,0
27.250762880,1,1,0,0,0,0,1
27.250763120,1,1,0,0,0,1,1
27.250763360,1,1,0,0,1,1,1
27.250763600,1,1,1,1,1,1,1
27.250764240,1,1,0,0,1,1,1
27.384650960,1,1,1,0,1,1,1
27.404714600,1,1,1,0,1,1,0
27.404714840,1,1,1,0,1,0,0
27.404715080,1,1,1,0,0,0,0
28.296478400,1,1,0,0,0,0,0
28.296480440,1,1,0,0,0,0,1
28.296480680,1,1,1,0,0,1,1
28.296480920,1,1,1,0,1,1,1
28.296481160,1,1,1,1,1,1,1
28.296481760,1,1,1,0,1,1,1
28.296586280,1,1,1,1,1,1,1
28.296587160,1,1,1,1,0,1,1
28.296691600,1,1,1,1,1,1,1
28.296692960,1,1,0,1,1,0,1
28.449471480,1,1,1,1,1,0,1
28.469530760,1,1,1,1,1,0,0
28.469531240,1,1,1,1,0,0,0
28.469531480,1,1,1,0,0,0,0
29.370472080,1,1,1,0,0,1,0
29.370472120,0,1,1,0,0,0,0
29.370474320,0,1,1,0,0,0,1
29.370474560,1,1,1,0,0,1,1
29.370474800,1,1,1,0,1,1,1
29.370475040,1,1,1,1,1,1,1
29.370475640,1,1,1,0,1,1,1
29.370580160,1,1,1,1,1,1,1
29.370581040,1,1,1,1,0,1,1
29.370685520,1,1,1,1,1,1,1
29.370686840,0,1,1,1,1,0,1
29.518340320,1,1,1,1,1,0,1
29.531367640,0,1,1,1,1,0,1
29.531426400,1,1,1,1,1,0,1
29.531426640,0,1,1,1,1,0,1
29.531464040,1,1,1,1,1,0,1
29.531519240,1,1,1,1,1,1,1
29.531519280,0,1,1,1,1,0,1
29.540204960,1,1,1,1,1,0,1
29.540205520,0,1,1,1,1,0,1
29.540210160,1,1,1,1,1,0,1
29.560266160,1,1,1,1,1,0,0
29.560266640,1,1,1,1,0,0,0
29.560266880,1,1,1,0,0,0,0
30.370480640,1,0,1,0,0,0,0
30.370485560,1,0,1,0,0,0,1
30.370485800,1,0,1,0,0,1,1
30.370486040,1,0,1,0,1,1,1
30.370486280,1,1,1,1,1,1,1
30.370486880,1,0,1,0,1,1,1
30.487998800,1,1,1,0,1,1,1
30.508063240,1,1,1,0,1,1,0
30.508063520,1,1,1,0,1,0,0
30.508063760,1,1,1,0,0,0,0
31.646053200,1,1,1,0,1,0,0
31.646053240,1,1,0,0,0,0,0
31.646056040,1,1,0,0,0,0,1
31.646056280,1,1,0,0,0,1,1
31.646056520,1,1,1,0,1,1,1
31.646056760,1,1,1,1,1,1,1
31.646057360,1,1,1,0,1,1,1
31.646161920,1,1,1,1,1,1,1
31.646162800,1,1,0,1,0,1,1
31.780835680,1,1,1,1,0,1,1
31.800894200,1,1,1,1,0,1,0
31.800894440,1,1,1,1,0,0,0
31.800894920,1,1,1,0,0,0,0
32.661765520,0,1,1,0,0,0,0
32.661767840,0,1,1,0,0,0,1
32.661768080,0,1,1,0,0,1,1
32.661768320,1,1,1,0,1,1,1
32.661768560,1,1,1,1,1,1,1
32.661769160,1,1,1,0,1,1,1
32.661873720,1,1,1,1,1,1,1
32.661874560,0,1,1,1,0,1,1
32.794758720,1,1,1,1,0,1,1
32.795946360,0,1,1,1,0,1,1
32.796139960,1,1,1,1,0,1,1
32.796141160,0,1,1,1,1,1,1
32.796141200,0,1,1,1,0,1,1
32.796316280,1,1,1,1,0,1,1
33.195023480,1,1,1,1,1,1,1
33.195023520,1,1,1,0,0,0,0
34.502144640,1,0,1,0,0,0,0
34.502183840,1,0,1,0,0,0,1
34.502184080,1,1,1,0,0,1,1
34.502184320,1,1,1,0,1,1,1
34.502184560,1,1,1,1,1,1,1
34.502185160,1,1,1,0,1,1,1
34.502289720,1,1,1,1,1,1,1
34.502290560,1,1,1,1,0,1,1
34.502395080,1,1,1,1,1,1,1
34.502396440,1,0,1,1,1,0,1
34.502766400,1,1,1,1,1,0,1
34.502766760,1,0,1,1,1,0,1
34.502859200,1,1,1,1,1,0,1
34.504359840,1,0,1,1,1,0,1
34.524339080,1,1,1,1,1,0,1
34.548953520,1,0,1,1,1,0,1
34.634141760,1,1,1,1,1,0,1
34.654206000,1,1,1,1,1,0,0
34.654206480,1,1,1,1,0,0,0
34.654206720,1,1,1,0,0,0,0
35.655400160,0,1,1,0,0,0,0
35.655404560,0,1,1,0,0,0,1
35.655404800,0,1,1,0,0,1,1
35.655405040,0,1,1,0,1,1,1
35.655405280,1,1,1,1,1,1,1
35.655405880,0,1,1,0,1,1,1
35.820318560,1,1,1,0,1,1,1
35.840381720,1,1,1,0,1,1,0
35.840381960,1,1,1,0,1,0,0
35.840382200,1,1,1,0,0,0,0
36.748854040,1,0,1,0,0,0,0
36.748857720,1,0,1,0,0,0,1
36.748857960,1,0,1,0,0,1,1
36.748858200,1,0,1,0,1,1,1
36.748858440,1,1,1,1,1,1,1
36.748859040,1,0,1,0,1,1,1
36.907239200,1,1,1,0,1,1,1
36.927300480,1,1,1,0,1,1,0
36.927300720,1,1,1,0,1,0,0
36.927300960,1,1,1,0,0,0,0
37.884547720,1,1,1,0,1,0,0
37.884547760,1,0,1,0,0,0,0
37.884552720,1,0,1,0,0,0,1
37.884552960,1,0,1,0,0,1,1
37.884553200,1,1,1,0,1,1,1
37.884553440,1,1,1,1,1,1,1
37.884554080,1,1,1,0,1,1,1
37.884658560,1,1,1,1,1,1,1
37.884659440,1,0,1,1,0,1,1
38.031403120,1,1,1,1,0,1,1
38.051462720,1,1,1,1,0,1,0
38.051462960,1,1,1,1,0,0,0
38.051463440,1,1,1,0,0,0,0
39.091462360,1,1,0,0,0,0,0
39.091466600,1,1,0,0,0,0,1
39.091466840,1,1,0,0,0,1,1
39.091467080,1,1,1,0,1,1,1
39.091467320,1,1,1,1,1,1,1
39.091467960,1,1,1,0,1,1,1
39.091572520,1,1,1,1,1,1,1
39.091573360,1,1,0,1,0,1,1
39.273294200,1,1,1,1,0,1,1
39.273558840,1,1,0,1,0,1,1
39.273597720,1,1,1,1,0,1,1
39.273598000,1,1,0,1,0,1,1
39.273621400,1,1,1,1,0,1,1
39.273621600,1,1,0,1,0,1,1
39.273662160,1,1,1,1,0,1,1
39.293353480,1,1,1,1,0,1,0
39.293353720,1,1,1,1,0,0,0
39.293354200,1,1,1,0,0,0,0
42.044385240,1,1,1,0,0,1,0
42.044385280,0,1,1,0,0,0,0
42.044388720,0,1,1,0,0,0,1
42.044388960,1,1,1,0,0,1,1
42.044389200,1,1,1,0,1,1,1
42.044389440,1,1,1,1,1,1,1
42.044390080,1,1,1,0,1,1,1
42.044494640,1,1,1,1,1,1,1
42.044495480,1,1,1,1,0,1,1
42.044600040,1,1,1,1,1,1,1
42.044601360,0,1,1,1,1,0,1
42.195070720,1,1,1,1,1,0,1
42.195071880,0,1,1,1,1,0,1
42.195105120,1,1,1,1,1,0,1
42.195146440,0,1,1,1,1,0,1
42.195370120,1,1,1,1,1,0,1
42.195380800,0,1,1,1,1,0,1
42.195503440,1,1,1,1,1,0,1
42.195649120,1,1,1,1,1,1,1
42.195649160,0,1,1,1,1,0,1
42.195726960,1,1,1,1,1,0,1
42.195893200,0,1,1,1,1,0,1
42.196044680,1,1,1,1,1,0,1
42.196050040,0,1,1,1,1,0,1
42.196210360,1,1,1,1,1,0,1
42.196211640,0,1,1,1,1,0,1
42.196287920,1,1,1,1,1,0,1
42.215128840,1,1,1,1,1,0,0
42.215129320,1,1,1,1,0,0,0
42.215129560,1,1,1,0,0,0,0
43.216809880,1,1,1,0,0,1,0
43.216809920,1,0,1,0,0,0,0
43.216814040,1,0,1,0,0,0,1
43.216814280,1,1,1,0,0,1,1
43.216814520,1,1,1,0,1,1,1
43.216814760,1,1,1,1,1,1,1
43.216815400,1,1,1,0,1,1,1
43.216919960,1,1,1,1,1,1,1
43.216920840,1,1,1,1,0,1,1
43.217025360,1,1,1,1,1,1,1
43.217026720,1,0,1,1,1,0,1
43.405256840,1,1,1,1,1,0,1
43.405257160,1,0,1,1,1,1,1
43.405257200,1,0,1,1,1,0,1
43.405334760,1,1,1,1,1,0,1
43.405436480,1,0,1,1,1,0,1
43.405443920,1,1,1,1,1,0,1
43.425317400,1,1,1,1,1,0,0
43.425317880,1,1,1,1,0,0,0
43.425318120,1,1,1,0,0,0,0
44.976556640,1,1,0,0,0,0,0
44.976560760,1,1,0,0,0,0,1
44.976561000,1,1,0,0,0,1,1
44.976561240,1,1,0,0,1,1,1
44.976561520,1,1,1,1,1,1,1
44.976562120,1,1,0,0,1,1,1
45.118739480,1,1,1,0,1,1,1
45.138803120,1,1,1,0,1,1,0
45.138803360,1,1,1,0,1,0,0
45.138803640,1,1,1,0,0,0,0
46.010792680,1,1,1,0,1,0,0
46.010792720,1,1,0,0,0,0,0
46.010796120,1,1,0,0,0,0,1
46.010796360,1,1,0,0,0,1,1
46.010796640,1,1,1,0,1,1,1
46.010796840,1,1,1,1,1,1,1
46.010797480,1,1,1,0,1,1,1
46.010902040,1,1,1,1,1,1,1
46.010902920,1,1,0,1,0,1,1
46.129665480,1,1,1,1,0,1,1
46.530025000,1,1,1,0,0,0,0
47.561362560,1,1,0,0,0,0,0
47.561402040,1,1,0,0,0,0,1
47.561402280,1,1,1,0,0,1,1
47.561402520,1,1,1,0,1,1,1
47.561402760,1,1,1,1,1,1,1
47.561403360,1,1,1,0,1,1,1
47.561507920,1,1,1,1,1,1,1
47.561508760,1,1,1,1,0,1,1
47.561613280,1,1,1,1,1,1,1
47.561614600,1,1,0,1,1,0,1
47.698288080,1,1,1,1,1,0,1
47.698288160,1,1,0,1,1,0,1
47.698289080,1,1,1,1,1,0,1
47.698289360,1,1,0,1,1,0,1
47.698294000,1,1,1,1,1,0,1
47.698294440,1,1,0,1,1,0,1
47.698399800,1,1,1,1,1,0,1
47.698399920,1,1,0,1,1,0,1
47.698589880,1,1,1,1,1,0,1
47.698590600,1,1,0,1,1,0,1
47.698706520,1,1,1,1,1,0,1
47.698707240,1,1,0,1,1,1,1
47.698707280,1,1,0,1,1,0,1
47.698766080,1,1,1,1,1,0,1
47.698766360,1,1,0,1,1,0,1
47.698799720,1,1,1,1,1,0,1
47.699456920,1,1,0,1,1,0,1
47.699459640,1,1,1,1,1,0,1
47.718650800,1,1,1,1,1,0,0
47.718651280,1,1,1,1,0,0,0
47.718651520,1,1,1,0,0,0,0
48.803039040,1,0,1,0,0,0,0
48.803042000,1,0,1,0,0,0,1
48.803042240,1,0,1,0,0,1,1
48.803042480,1,1,1,0,1,1,1
48.803042720,1,1,1,1,1,1,1
48.803043320,1,1,1,0,1,1,1
48.803147880,1,1,1,1,1,1,1
48.803148760,1,0,1,1,0,1,1
48.917978600,1,1,1,1,0,1,1
48.920003360,1,1,1,1,0,1,0
48.920003600,1,1,1,1,0,0,0
48.920004080,1,1,1,0,0,0,0
49.857253360,1,0,1,0,0,0,0
49.857257280,1,0,1,0,0,0,1
49.857257520,1,1,1,0,0,1,1
49.857257760,1,1,1,0,1,1,1
49.857258000,1,1,1,1,1,1,1
49.857258640,1,1,1,0,1,1,1
49.857363160,1,1,1,1,1,1,1
49.857364040,1,1,1,1,0,1,1
49.857468520,1,1,1,1,1,1,1
49.857469840,1,0,1,1,1,0,1
50.011347560,1,1,1,1,1,0,1
50.031409080,1,1,1,1,1,0,0
50.031409560,1,1,1,1,0,0,0
50.031409800,1,1,1,0,0,0,0
50.965657720,1,0,1,0,0,0,0
50.965661360,1,1,1,0,0,0,1
50.965661600,1,1,1,0,0,1,1
50.965661840,1,1,1,0,1,1,1
50.965662080,1,1,1,1,1,1,1
50.965662680,1,1,1,0,1,1,1
50.965767240,1,1,1,1,1,1,1
50.965768080,1,1,1,1,0,1,1
50.965872560,1,1,1,1,1,1,1
50.965873920,1,1,1,1,1,0,1
50.965978120,1,1,1,1,1,1,1
50.965979960,1,0,1,1,1,1,0
51.086094200,1,1,1,1,1,1,0
51.086099600,1,0,1,1,1,1,0
51.086161120,1,1,1,1,1,1,0
51.106155040,1,1,1,1,1,0,0
51.106155280,1,1,1,1,0,0,0
51.106155520,1,1,1,0,0,0,0
52.107382760,1,1,1,1,0,0,0
52.107382800,0,1,1,0,0,0,0
52.107387160,0,1,1,0,0,0,1
52.107387400,0,1,1,0,0,1,1
52.107387640,0,1,1,0,1,1,1
52.107387880,1,1,1,1,1,1,1
52.107388520,0,1,1,0,1,1,1
52.280345280,1,1,1,0,1,1,1
52.300408600,1,1,1,0,1,1,0
52.300408840,1,1,1,0,1,0,0
52.300409080,1,1,1,0,0,0,0
53.310397760,0,1,1,0,0,0,0
53.310400960,1,1,1,0,0,0,1
53.310401200,1,1,1,0,0,1,1
53.310401440,1,1,1,0,1,1,1
53.310401680,1,1,1,1,1,1,1
53.310402280,1,1,1,0,1,1,1
53.310506840,1,1,1,1,1,1,1
53.310507680,1,1,1,1,0,1,1
53.310612160,1,1,1,1,1,1,1
53.310613480,1,1,1,1,1,0,1
53.310717720,1,1,1,1,1,1,1
53.310719560,0,1,1,1,1,1,0
53.484559320,1,1,1,1,1,1,0
53.484560160,0,1,1,1,1,1,0
53.484665280,1,1,1,1,1,1,0
54.008446560,1,1,1,0,0,0,1
54.008446600,1,1,1,0,0,0,0
58.554168960,1,1,1,0,0,0,0
